t,i,b₀ᵢ,αₜ,μᵢₜ,vᵢₜ,vₜ,eᵢₜ
19,3,347855.764,28968.765185355667,126742.58855638643,-63918.80269231896,-145151.55174637015,785396.3613076811
19,4,314643.98,28968.765185355667,-137237.65000050698,-327899.04124921234,-145151.55174637015,488204.33875078766
20,1,378017.714,-171372.12751144767,-75881.34964146571,-374769.11536209955,-398718.3420350818,530968.5986379003
20,2,-45391.353,-171372.12751144767,-148487.86968502853,-447375.63540566235,-398718.3420350818,34953.011594337644
20,3,347855.764,-171372.12751144767,-354205.26667129033,-653093.0323919242,-398718.3420350818,222482.7316080758
20,4,314643.98,-171372.12751144767,179252.1807399925,-119635.58498064135,-398718.3420350818,722728.3950193586
21,1,378017.714,155197.4162966242,-36177.95733563862,-231254.6045168338,-112771.46291799581,700730.5094831662
21,2,-45391.353,155197.4162966242,-69888.00482383693,-264964.6520050321,-112771.46291799581,243611.3949949679
21,3,347855.764,155197.4162966242,288240.0015410767,93163.35435988152,-112771.46291799581,994986.5183598815
21,4,314643.98,155197.4162966242,147046.69767119625,-48029.94950999893,-112771.46291799581,820581.4304900011
22,1,378017.714,56874.0993549256,207289.61199067018,165093.98117213647,84183.94236773344,1.1233132951721363e6
22,2,-45391.353,56874.0993549256,59127.66376557212,16932.032947038402,84183.94236773344,551742.2799470384
22,3,347855.764,56874.0993549256,96794.7307824978,54599.09996396409,84183.94236773344,982656.463963964
22,4,314643.98,56874.0993549256,142306.28620632854,100110.65538779483,84183.94236773344,994956.2353877948
23,1,378017.714,-375962.2312141468,-231214.58429036292,-533221.2221344559,-367473.27480794885,451219.091865544
23,2,-45391.353,-375962.2312141468,263050.1587178265,-38956.47912626655,-367473.27480794885,522074.7678737334
23,3,347855.764,-375962.2312141468,-411272.3340551022,-713278.9718991952,-367473.27480794885,240999.39210080472
23,4,314643.98,-375962.2312141468,117570.2117722155,-184436.42607187753,-367473.27480794885,736630.1539281225
24,1,378017.714,61306.31408165121,-309068.24693640723,-570587.204773539,-439495.15013649216,440060.90922646096
24,2,-45391.353,61306.31408165121,-171970.18309673914,-433489.1409338709,-439495.15013649216,153749.9060661291
24,3,347855.764,61306.31408165121,-165291.55678206656,-426810.5146191984,-439495.15013649216,553675.6493808016
24,4,314643.98,61306.31408165121,-65574.7823822287,-327093.7402193605,-439495.15013649216,620180.6397806394
25,1,378017.714,51521.01531041813,-118581.78639943503,-453157.26048392523,-406113.8785765425,583685.4535160747
25,2,-45391.353,51521.01531041813,215680.23186912652,-118895.24221536369,-406113.8785765425,494538.40478463634
25,3,347855.764,51521.01531041813,-234821.9251649535,-569397.3992494438,-406113.8785765425,437283.3647505562
25,4,314643.98,51521.01531041813,-148430.13827294708,-483005.61235743726,-406113.8785765425,490463.3676425627
26,1,378017.714,300932.7089740273,162351.22731991395,106512.89396444868,134336.4956107129,1.1695370079644485e6
26,2,-45391.353,300932.7089740273,466514.31124782754,410675.9778923623,134336.4956107129,1.0502910248923623e6
26,3,347855.764,300932.7089740273,30994.293604080103,-24844.03975138516,134336.4956107129,1.0080181242486149e6
26,4,314643.98,300932.7089740273,100839.48369289112,45001.15033742586,134336.4956107129,1.0446515303374259e6
27,1,378017.714,-117800.94794629398,76288.61371964363,76502.27716736094,99719.70156851974,1.165694591167361e6
27,2,-45391.353,-117800.94794629398,-22125.47367984552,-21911.810232128213,99719.70156851974,643871.4367678717
27,3,347855.764,-117800.94794629398,357816.6697843235,358030.3332320408,99719.70156851974,1.4170606972320408e6
27,4,314643.98,-117800.94794629398,-13955.657340911926,-13741.99389319462,99719.70156851974,1.0120765861068054e6
28,1,378017.714,-279908.93789000483,26805.5012076301,-165499.67885443015,-258299.17219199758,949847.6351455699
28,2,-45391.353,-279908.93789000483,-262037.08132288966,-454342.2613849499,-258299.17219199758,237595.98561505007
28,3,347855.764,-279908.93789000483,-197725.71419784508,-390030.8942599053,-258299.17219199758,695154.4697400947
28,4,314643.98,-279908.93789000483,168981.3257933553,-23323.85426870495,-258299.17219199758,1.0286497257312951e6
29,1,378017.714,-139013.33497213508,-93301.02379029265,-459230.18153309764,-466050.842939115,682258.9324669022
29,2,-45391.353,-139013.33497213508,-36624.323210623945,-402553.4809534289,-466050.842939115,315526.5660465711
29,3,347855.764,-139013.33497213508,-20417.707977332837,-386346.8657201378,-466050.842939115,724980.2982798622
29,4,314643.98,-139013.33497213508,-250143.68580699075,-616072.8435497957,-466050.842939115,462042.5364502042
30,1,378017.714,-121239.97714323211,-278932.92827947764,-809598.5709447223,-622667.3576931788,358019.14305527764
30,2,-45391.353,-121239.97714323211,239008.4407180937,-291657.2019471509,-622667.3576931788,452551.44505284907
30,3,347855.764,-121239.97714323211,-122956.82643954096,-653622.4691047856,-622667.3576931788,483833.2948952144
30,4,314643.98,-121239.97714323211,-205125.5461108114,-735791.188776056,-622667.3576931788,368452.79122394393
31,1,378017.714,-39182.060394141714,-33462.48455393099,-619657.8186815302,-795751.9050541385,574075.2953184696
31,2,-45391.353,-39182.060394141714,-240705.16504841633,-826900.4991760156,-795751.9050541385,-56576.45217601559
31,3,347855.764,-39182.060394141714,-265364.8894139513,-851560.2235415506,-795751.9050541385,312010.9404584493
31,4,314643.98,-39182.060394141714,-298693.7446898588,-884889.0788174581,-795751.9050541385,245470.30118254176
32,1,378017.714,146854.46253458495,173461.51099600433,-378752.0750594714,-456076.8132257819,841083.2389405286
32,2,-45391.353,146854.46253458495,264384.8708966284,-287828.71515884734,-456076.8132257819,508597.53184115264
32,3,347855.764,146854.46253458495,-148869.16084876136,-701082.7469042371,-456076.8132257819,488590.617095763
32,4,314643.98,146854.46253458495,95569.8702749042,-456643.71578057157,-456076.8132257819,699817.8642194285
33,1,378017.714,-231311.5310122689,400536.9400716472,-231438.07135947107,-576320.7307538593,1.014486242640529e6
33,2,-45391.353,-231311.5310122689,-146668.6289357773,-778643.6403668956,-576320.7307538593,43871.606633104384
33,3,347855.764,-231311.5310122689,135377.43528629057,-496597.57614482765,-576320.7307538593,719164.7878551724
33,4,314643.98,-231311.5310122689,-166628.62371312457,-798603.6351442428,-576320.7307538593,383946.9448557573
34,1,378017.714,207980.76718440736,-18348.98086504307,-316665.975647901,-304285.1011550555,955334.1383520989
34,2,-45391.353,207980.76718440736,-93013.48885557028,-391330.4836384282,-304285.1011550555,457260.5633615718
34,3,347855.764,207980.76718440736,-176638.78036884137,-474955.7751516993,-304285.1011550555,766882.3888483006
34,4,314643.98,207980.76718440736,264128.8246006645,-34188.170182193455,-304285.1011550555,1.1744382098178065e6
35,1,378017.714,232474.55288296952,-16225.434263325358,-51065.34274507206,28169.36422463126,1.246997371254928e6
35,2,-45391.353,232474.55288296952,192385.0765039099,157545.16802216318,28169.36422463126,1.0321988150221632e6
35,3,347855.764,232474.55288296952,51393.584115654136,16553.675633907427,28169.36422463126,1.2844544396339073e6
35,4,314643.98,232474.55288296952,24483.864469273187,-10356.044012473521,28169.36422463126,1.2243329359875266e6
36,1,378017.714,-14449.416404743588,120733.62335560715,131030.99342220213,7506.619203896771,1.455143107422202e6
36,2,-45391.353,-14449.416404743588,1891.4585734485424,12188.828640043515,7506.619203896771,912891.8756400435
36,3,347855.764,-14449.416404743588,-287349.806449193,-277052.436382598,7506.619203896771,1.0168977276174019e6
36,4,314643.98,-14449.416404743588,153561.7210693445,163859.09113593947,7506.619203896771,1.4245974711359395e6
37,1,378017.714,328537.6189687338,-294831.9612868187,40300.22265253839,179046.87845862683,1.3904485366525385e6
37,2,-45391.353,328537.6189687338,-200791.1051109647,134341.0788283924,179046.87845862683,1.0610803258283923e6
37,3,347855.764,328537.6189687338,-264211.30313497665,70920.88080438046,179046.87845862683,1.3909072448043805e6
37,4,314643.98,328537.6189687338,135493.1476098389,470625.33154919604,179046.87845862683,1.757399911549196e6
38,1,378017.714,29097.977124030003,63169.166581785976,249559.82643171964,144564.82761660538,1.6257311404317196e6
38,2,-45391.353,29097.977124030003,171503.02493965952,357893.6847895932,144564.82761660538,1.3106559317895933e6
38,3,347855.764,29097.977124030003,-334229.1677985947,-147838.50794866102,144564.82761660538,1.198170856051339e6
38,4,314643.98,29097.977124030003,-67746.35265616408,118644.3071937696,144564.82761660538,1.4314418871937697e6
39,1,378017.714,-302592.69291314046,-154532.54241712074,-330125.0342690734,-262629.57992656605,1.0720560797309265e6
39,2,-45391.353,-302592.69291314046,-30105.593190709107,-205698.08504266173,-262629.57992656605,773073.9619573383
39,3,347855.764,-302592.69291314046,-153512.99923373223,-329105.49108568486,-262629.57992656605,1.042913672914315e6
39,4,314643.98,-302592.69291314046,-9997.217456891589,-185589.7093088442,-262629.57992656605,1.1532176706911556e6
40,1,378017.714,-183601.8729662798,60729.28150995847,-353592.67742180964,-581904.705731174,1.0745850365781903e6
40,2,-45391.353,-183601.8729662798,-276497.72249882814,-690819.6814305962,-581904.705731174,313948.96556940384
40,3,347855.764,-183601.8729662798,-342752.21897387673,-757074.1779056448,-581904.705731174,640941.5860943552
40,4,314643.98,-183601.8729662798,-111810.32723487717,-526132.2861666452,-581904.705731174,838671.6938333547
41,1,378017.714,-181372.3484174437,-47920.14128272774,-740495.7736850077,-616071.5988170999,713665.3403149921
41,2,-45391.353,-181372.3484174437,-26470.20230761114,-719045.8347098911,-616071.5988170999,311706.2122901089
41,3,347855.764,-181372.3484174437,168655.22087017098,-523920.411532109,-616071.5988170999,900078.7524678909
41,4,314643.98,-181372.3484174437,211751.25706088822,-480824.3753413918,-616071.5988170999,909963.0046586081
42,1,378017.714,109431.47403078822,79554.5015497828,-352232.92398025125,-477345.0023803124,1.1278983900197488e6
42,2,-45391.353,109431.47403078822,-115787.71327555239,-547575.1388055865,-477345.0023803124,509147.1081944135
42,3,347855.764,109431.47403078822,119021.80007007603,-312765.62545995804,-477345.0023803124,1.137203738540042e6
42,4,314643.98,109431.47403078822,-265018.8957454196,-696806.3212754537,-477345.0023803124,719951.2587245464
43,1,378017.714,-150255.35577936776,-136911.82742995955,-706514.7678004317,-655380.1929184068,799573.5461995683
43,2,-45391.353,-150255.35577936776,89171.44056560802,-480431.4998048641,-655380.1929184068,602247.7471951358
43,3,347855.764,-150255.35577936776,-52156.93088632919,-621759.8712568013,-655380.1929184068,854166.4927431988
43,4,314643.98,-150255.35577936776,-243211.69244105808,-812814.6328115303,-655380.1929184068,629899.9471884698
44,1,378017.714,-123219.06835126955,83582.3652904462,-615388.2025396437,-686547.3147706427,916643.9114603561
44,2,-45391.353,-123219.06835126955,-48060.30754159367,-747030.8753716836,-686547.3147706427,361592.17162831617
44,3,347855.764,-123219.06835126955,-84939.05840735436,-783909.6262374443,-686547.3147706427,717960.5377625555
44,4,314643.98,-123219.06835126955,99110.01289629108,-599860.5549337988,-686547.3147706427,868797.825066201
45,1,378017.714,159181.62179285774,9975.779425612636,-433974.4148075391,-384319.3325630481,1.1239882991924607e6
45,2,-45391.353,159181.62179285774,147843.2753623044,-296106.9188708473,-384319.3325630481,838446.7281291526
45,3,347855.764,159181.62179285774,22328.810405245993,-421621.38382790575,-384319.3325630481,1.1061793801720943e6
45,4,314643.98,159181.62179285774,58375.58148725144,-385574.6127459003,-384319.3325630481,1.1090143672540998e6
46,1,378017.714,332485.61300145194,-298936.35370875313,-304075.27436393895,-197592.6963151669,1.2798048396360609e6
46,2,-45391.353,332485.61300145194,190044.08424799418,184905.16359280836,-197592.6963151669,1.3453762105928082e6
46,3,347855.764,332485.61300145194,-467406.3557851084,-472545.2764402942,-197592.6963151669,1.0811728875597056e6
46,4,314643.98,332485.61300145194,-193516.477394057,-198655.39804924282,-197592.6963151669,1.321850981950757e6
47,1,378017.714,414457.2177825511,-262976.7519348382,-22104.71786516122,57183.112094146156,1.5876795961348389e6
47,2,-45391.353,414457.2177825511,-63588.078777954746,177283.95529172223,57183.112094146156,1.3636592022917222e6
47,3,347855.764,414457.2177825511,-164462.4788893309,76409.55518034607,57183.112094146156,1.6560319191803462e6
47,4,314643.98,414457.2177825511,-243728.37829999943,-2856.3442303224583,57183.112094146156,1.5435542357696777e6
48,1,378017.714,342967.03810718487,-441514.09784353356,-48311.69576164131,295058.07098423166,1.5873636182383588e6
48,2,-45391.353,342967.03810718487,-86832.1187162104,306370.2833656818,295058.07098423166,1.5186365303656817e6
48,3,347855.764,342967.03810718487,151546.95567133877,544749.357753231,295058.07098423166,2.1502627217532312e6
48,4,314643.98,342967.03810718487,-15778.063502236953,377424.3385796553,295058.07098423166,1.9497259185796552e6
49,1,378017.714,61117.2178223626,-57290.73063596628,263035.0025460438,168771.65041872516,1.9245881165460437e6
49,2,-45391.353,61117.2178223626,92850.87509916672,413176.60828117677,168771.65041872516,1.6513206552811766e6
49,3,347855.764,61117.2178223626,-417546.5930321019,-97220.85985009186,168771.65041872516,1.534170304149908e6
49,4,314643.98,61117.2178223626,-224229.88248423813,96095.85069777194,168771.65041872516,1.6942752306977718e6
50,1,378017.714,238411.24093086188,-157436.95242983123,229240.1833938807,424370.48614475515,1.9166578973938806e6
50,2,-45391.353,238411.24093086188,24412.20982493201,411089.3456486439,424370.48614475515,1.675097992648644e6
50,3,347855.764,238411.24093086188,-23490.647013307673,363186.48881040426,424370.48614475515,2.0204422528104042e6
50,4,314643.98,238411.24093086188,307288.79090237984,693965.9267260918,424370.48614475515,2.3180099067260916e6
51,1,378017.714,-201931.7112755891,-98069.67074829314,72808.09005428513,85976.85326336657,1.7860772040542848e6
51,2,-45391.353,-201931.7112755891,7501.941943728682,178379.70274630695,85976.85326336657,1.4682397497463068e6
51,3,347855.764,-201931.7112755891,-303995.6507692245,-133117.88996664624,85976.85326336657,1.5499892740333537e6
51,4,314643.98,-201931.7112755891,54959.74941694218,225837.51021952045,85976.85326336657,1.8757328902195203e6
52,1,378017.714,198044.0184694481,-11955.990765012726,261618.6932963029,279995.1097511472,2.0007260072963028e6
52,2,-45391.353,198044.0184694481,-84454.25951205324,189120.4245492624,279995.1097511472,1.5048186715492625e6
52,3,347855.764,198044.0184694481,267215.80747808894,540790.4915394045,279995.1097511472,2.249735855539405e6
52,4,314643.98,198044.0184694481,-145123.85444169666,128450.82961961895,279995.1097511472,1.8041844096196191e6
53,1,378017.714,-81858.08115894398,71756.16639025584,235873.7891476947,265716.1806309182,2.0008061031476948e6
53,2,-45391.353,-81858.08115894398,215932.7359069286,380050.35866436746,265716.1806309182,1.7215736056643673e6
53,3,347855.764,-81858.08115894398,-73487.6461658069,90629.97659163196,265716.1806309182,1.825400340591632e6
53,4,314643.98,-81858.08115894398,192192.97536253976,356310.5981199786,265716.1806309182,2.0578691781199786e6
54,1,378017.714,87422.76092695787,84599.187912368,405453.61352358747,441845.51028926985,2.196197727523587e6
54,2,-45391.353,87422.76092695787,74595.85703238244,395450.28264360194,441845.51028926985,1.7627853296436018e6
54,3,347855.764,87422.76092695787,231198.64409329914,552053.0697045187,441845.51028926985,2.3126352337045185e6
54,4,314643.98,87422.76092695787,93570.64967415205,414425.0752853715,441845.51028926985,2.1417954552853713e6
55,1,378017.714,282050.20625638834,28357.37139534411,698568.858440856,740362.4582564875,2.515111572440856e6
55,2,-45391.353,282050.20625638834,247944.58895215156,918156.0759976634,740362.4582564875,2.3112897229976635e6
55,3,347855.764,282050.20625638834,58797.639898711815,729009.1269442237,740362.4582564875,2.515389890944224e6
55,4,314643.98,282050.20625638834,-54495.715402304806,615715.7716432071,740362.4582564875,2.368884751643207e6
56,1,378017.714,169303.73764733158,69845.66678983398,889557.8240154898,798395.9968383544,2.73188593801549e6
56,2,-45391.353,169303.73764733158,-70861.4868186622,748850.6704069935,798395.9968383544,2.1677697174069933e6
56,3,347855.764,169303.73764733158,-58642.03714175541,761070.1200839003,798395.9968383544,2.5732362840839e6
56,4,314643.98,169303.73764733158,-25606.784378621687,794105.372847034,798395.9968383544,2.573059752847034e6
57,1,378017.714,180136.21990817363,11692.938516899534,893220.0416475674,919396.4936129544,2.7613203556475677e6
57,2,-45391.353,180136.21990817363,401914.9147329941,1.283442017863662e6,919396.4936129544,2.728133264863662e6
57,3,347855.764,180136.21990817363,-389648.34379503666,491878.7593356313,919396.4936129544,2.3298171233356316e6
57,4,314643.98,180136.21990817363,127518.05247428847,1.0090451556049564e6,919396.4936129544,2.8137717356049567e6
58,1,378017.714,106151.41277662099,-362598.43360060465,551242.7988149967,849895.1351244762,2.445102112814997e6
58,2,-45391.353,106151.41277662099,87022.50331815392,1.0008637357337553e6,849895.1351244762,2.4713139827337554e6
58,3,347855.764,106151.41277662099,209039.01720721988,1.1228802496228213e6,849895.1351244762,2.9865776136228214e6
58,4,314643.98,106151.41277662099,-189247.47608927038,724593.7563263311,849895.1351244762,2.555079336326331e6
59,1,378017.714,134139.29888532206,-12573.381883473892,868198.7932087004,883427.0912803753,2.7878039072087e6
59,2,-45391.353,134139.29888532206,-36398.246582247186,844373.9285099271,883427.0912803753,2.3405699755099267e6
59,3,347855.764,134139.29888532206,-3389.713867190485,877382.4612249838,883427.0912803753,2.766825625224984e6
59,4,314643.98,134139.29888532206,62981.00708571523,943753.1821778895,883427.0912803753,2.7999845621778895e6
60,1,378017.714,-154673.80608056998,-214595.75406694438,406821.13954229525,456110.2974443945,2.3521588535422953e6
60,2,-45391.353,-154673.80608056998,299448.6111058813,920865.5047151209,456110.2974443945,2.4427941517151208e6
60,3,347855.764,-154673.80608056998,-466217.82626523334,155199.06734400627,456110.2974443945,2.0703748313440061e6
60,4,314643.98,-154673.80608056998,-279861.41543308384,341555.47817615577,456110.2974443945,2.2235194581761556e6
