t,i,b₀ᵢ,αₜ,μᵢₜ,vᵢₜ,vₜ,eᵢₜ
33,4,314643.98,-121394.01711703543,-87447.94481579999,-419113.1455062863,-302457.41899622604,763437.4344937138
34,1,378017.714,109149.85820684815,-9629.682045954936,-166188.66642729138,-159691.09112902993,1.1058114475727084e6
34,2,-45391.353,109149.85820684815,-48814.1728552624,-205373.15723659884,-159691.09112902993,643217.8897634011
34,3,347855.764,109149.85820684815,-92701.34970698909,-249260.3340883255,-159691.09112902993,992577.8299116744
34,4,314643.98,109149.85820684815,138616.77761743247,-17942.20676390396,-159691.09112902993,1.1906841732360958e6
35,1,378017.714,122004.37967121277,-8515.228947185427,-26799.47283282544,14783.492495579541,1.2712632411671744e6
35,2,-45391.353,122004.37967121277,100965.12338997521,82680.8795043352,14783.492495579541,957334.5265043352
35,3,347855.764,122004.37967121277,26971.736352869517,8687.492467229506,14783.492495579541,1.2765882564672295e6
35,4,314643.98,122004.37967121277,12849.314729218917,-5434.929156421094,14783.492495579541,1.229254050843579e6
36,1,378017.714,-7583.161525464888,63361.90624000886,68766.0428719106,3939.5297594592375,1.3928781568719104e6
36,2,-45391.353,-7583.161525464888,992.6515700991881,6396.788202000926,3939.5297594592375,907099.8352020009
36,3,347855.764,-7583.161525464888,-150803.32212586477,-145399.18549396304,3939.5297594592375,1.1485509785060368e6
36,4,314643.98,-7583.161525464888,80590.33682598673,85994.47345788847,3939.5297594592375,1.3467328534578884e6
37,1,378017.714,172418.9934074888,-154730.01280339473,21149.857497779012,93965.13754952169,1.371298171497779e6
37,2,-45391.353,172418.9934074888,-105376.66991403059,70503.20038714315,93965.13754952169,997242.4473871432
37,3,347855.764,172418.9934074888,-138660.06296754998,37219.80733362376,93965.13754952169,1.3572061713336238e6
37,4,314643.98,172418.9934074888,71107.81467836714,246987.68497954088,93965.13754952169,1.5337622649795408e6
38,1,378017.714,15270.835472868177,33151.64987988193,130970.85869000491,75868.70002291686,1.507142172690005e6
38,2,-45391.353,15270.835472868177,90006.06694373618,187825.27575385914,75868.70002291686,1.1405875227538592e6
38,3,347855.764,15270.835472868177,-175405.96069377565,-77586.75188365267,75868.70002291686,1.2684226121163473e6
38,4,314643.98,15270.835472868177,-35553.791278666926,62265.41753145605,75868.70002291686,1.3750629975314562e6
39,1,378017.714,-158802.9026578847,-81099.83111186944,-173252.08079962168,-137829.96282772592,1.228929033200378e6
39,2,-45391.353,-158802.9026578847,-15799.639901728904,-107951.88958948114,-137829.96282772592,870820.1574105188
39,3,347855.764,-158802.9026578847,-80564.76724318035,-172717.0169309326,-137829.96282772592,1.1993021470690672e6
39,4,314643.98,-158802.9026578847,-5246.614303115968,-97398.86399086821,-137829.96282772592,1.2414085160091317e6
40,1,378017.714,-96355.63264853475,31871.1799920348,-185568.07500065718,-305387.93072216894,1.2426096389993427e6
40,2,-45391.353,-96355.63264853475,-145108.0675094565,-362547.32250214845,-305387.93072216894,642221.3244978515
40,3,347855.764,-96355.63264853475,-179878.92153465428,-397318.17652734625,-305387.93072216894,1.0006975874726537e6
40,4,314643.98,-96355.63264853475,-58678.8938658319,-276118.14885852387,-305387.93072216894,1.088685831141476e6
41,1,378017.714,-95185.56153249554,-25148.847641398643,-388617.7063133196,-323318.9711072193,1.06554340768668e6
41,2,-45391.353,-95185.56153249554,-13891.759645355081,-377360.61831727606,-323318.9711072193,653391.428682724
41,3,347855.764,-95185.56153249554,88511.51812273893,-274957.34054918203,-323318.9711072193,1.1490418234508177e6
41,4,314643.98,-95185.56153249554,111128.63942282154,-252340.21924909943,-323318.9711072193,1.1384471607509004e6
42,1,378017.714,57430.45395748695,41750.795909778135,-184854.46625042704,-250514.21836213357,1.295276847749573e6
42,2,-45391.353,57430.45395748695,-60766.255732271566,-287371.51789247675,-250514.21836213357,769350.7291075232
42,3,347855.764,57430.45395748695,62463.528609132845,-164141.7335510723,-250514.21836213357,1.2858276304489276e6
42,4,314643.98,57430.45395748695,-139083.893594353,-365689.15575455816,-250514.21836213357,1.0510684242454418e6
43,1,378017.714,-78855.13165549604,-71852.34843167226,-370784.2209183026,-343948.4145435153,1.1353040930816974e6
43,2,-45391.353,-78855.13165549604,46797.837250050325,-252134.03523658,-343948.4145435153,830545.2117634199
43,3,347855.764,-78855.13165549604,-27372.34643287736,-326304.2189195077,-343948.4145435153,1.1496221450804924e6
43,4,314643.98,-78855.13165549604,-127639.3106130406,-426571.1830996709,-343948.4145435153,1.0161433969003292e6
44,1,378017.714,-64666.286315772944,43864.64884974784,-322960.3196425033,-360305.1526060823,1.2090717943574965e6
44,2,-45391.353,-64666.286315772944,-25222.40793972678,-392047.3764319779,-360305.1526060823,716575.670568022
44,3,347855.764,-64666.286315772944,-44576.65151877076,-411401.6200110219,-360305.1526060823,1.090468543988978e6
44,4,314643.98,-64666.286315772944,52013.67415342476,-314811.2943388264,-360305.1526060823,1.1538470856611736e6
45,1,378017.714,83539.70265154957,5235.363464367706,-227753.01044852604,-201693.65284730113,1.3302097035514738e6
45,2,-45391.353,83539.70265154957,77589.2538578988,-155399.12005499494,-201693.65284730113,979154.5269450049
45,3,347855.764,83539.70265154957,11718.326279175853,-221270.04763371788,-201693.65284730113,1.3065307163662822e6
45,4,314643.98,83539.70265154957,30635.94066092809,-202352.43325196565,-201693.65284730113,1.2922365467480344e6
46,1,378017.714,174490.93012888086,-156884.02856621853,-159580.9724636917,-103698.12111706739,1.4242991415363082e6
46,2,-45391.353,174490.93012888086,99736.5531896837,97039.60929221055,-103698.12111706739,1.2575106562922103e6
46,3,347855.764,174490.93012888086,-245298.34248418448,-247995.28638165764,-103698.12111706739,1.3057228776183422e6
46,4,314643.98,174490.93012888086,-101558.89101765765,-104255.8349151308,-103698.12111706739,1.416250545084869e6
47,1,378017.714,217510.23984664766,-138012.16128765699,-11600.720842353025,30010.123827306936,1.598183593157647e6
47,2,-45391.353,217510.23984664766,-33371.498125620914,93039.94231968305,30010.123827306936,1.279415189319683e6
47,3,347855.764,217510.23984664766,-86311.13585229164,40100.30459301232,30010.123827306936,1.6197226685930123e6
47,4,314643.98,217510.23984664766,-127910.47120641856,-1499.0307611145981,30010.123827306936,1.5449115492388855e6
48,1,378017.714,179991.66021841878,-231709.89235373458,-25354.33835302666,154848.6768594319,1.6103209756469734e6
48,2,-45391.353,179991.66021841878,-45570.143691561156,160785.41030914677,154848.6768594319,1.3730516573091468e6
48,3,347855.764,179991.66021841878,79532.97291446022,285888.52691516816,154848.6768594319,1.8914018909151682e6
48,4,314643.98,179991.66021841878,-8280.445434268613,198075.1085664393,154848.6768594319,1.7703766885664393e6
49,1,378017.714,32074.771862886275,-30066.602840915322,138042.73164298185,88572.62121841373,1.7995958456429816e6
49,2,-45391.353,32074.771862886275,48728.83194276257,216838.16642665974,88572.62121841373,1.4549822134266596e6
49,3,347855.764,32074.771862886275,-219131.56702512296,-51022.23254122579,88572.62121841373,1.580368931458774e6
49,4,314643.98,32074.771862886275,-117677.51513865805,50431.81934523911,88572.62121841373,1.648611199345239e6
50,1,378017.714,125119.99784792234,-82624.08715416405,120306.95843413474,222712.79703859048,1.8077246724341346e6
50,2,-45391.353,125119.99784792234,12811.709837307122,215742.75542560592,222712.79703859048,1.4797514024256058e6
50,3,347855.764,125119.99784792234,-12328.066798677914,190602.9787896209,222712.79703859048,1.8478587427896208e6
50,4,314643.98,125119.99784792234,161267.4499167015,364198.4955050003,222712.79703859048,1.9882424755050002e6
51,1,378017.714,-105975.26853843236,-51467.69483294317,38210.2288270262,45121.29400141488,1.751479342827026e6
51,2,-45391.353,-105975.26853843236,3937.0750984294946,93614.99875839887,45121.29400141488,1.3834750457583987e6
51,3,347855.764,-105975.26853843236,-159539.18540717365,-69861.26174720428,45121.29400141488,1.6132459022527956e6
51,4,314643.98,-105975.26853843236,28843.286507469362,118521.21016743872,45121.29400141488,1.7684165901674386e6
52,1,378017.714,103934.97835061018,-6274.593148156068,137299.44198269708,146943.52243085607,1.876406755982697e6
52,2,-45391.353,103934.97835061018,-44322.22544179588,99251.80968905726,146943.52243085607,1.4149500566890573e6
52,3,347855.764,103934.97835061018,140236.84926116813,283810.8843920213,146943.52243085607,1.9927562483920213e6
52,4,314643.98,103934.97835061018,-76162.08147120455,67411.9536596486,146943.52243085607,1.7431455336596486e6
53,1,378017.714,-42959.731673945185,37658.17144053028,123788.32422209214,139449.83390418213,1.888720638222092e6
53,2,-45391.353,-42959.731673945185,113323.11071610016,199453.26349766203,139449.83390418213,1.540976510497662e6
53,3,347855.764,-42959.731673945185,-38566.86494401109,47563.28783755077,139449.83390418213,1.7823336518375508e6
53,4,314643.98,-42959.731673945185,100864.30727786166,186994.46005942352,139449.83390418213,1.8885530400594235e6
54,1,378017.714,45880.11713009985,44398.28494748314,212785.08116240698,231883.82007767668,2.003529195162407e6
54,2,-45391.353,45880.11713009985,39148.46227431979,207535.25848924363,231883.82007767668,1.5748703054892435e6
54,3,347855.764,45880.11713009985,121334.77321979549,289721.56943471933,231883.82007767668,2.0503037334347193e6
54,4,314643.98,45880.11713009985,49106.57500941298,217493.37122433682,231883.82007767668,1.9448637512243367e6
55,1,378017.714,148022.05240833978,14882.160061350103,366614.1484079288,388547.7413818658,2.183156862407929e6
55,2,-45391.353,148022.05240833978,130123.17001065257,481855.1583572313,388547.7413818658,1.8749888053572313e6
55,3,347855.764,148022.05240833978,30857.440063923663,382589.4284105024,388547.7413818658,2.1689701924105026e6
55,4,314643.98,148022.05240833978,-28599.757994778018,323132.2303518007,388547.7413818658,2.0763012103518005e6
56,1,378017.714,88851.86456548994,36655.526997424684,466846.5823668837,419004.17537432257,2.3091746963668833e6
56,2,-45391.353,88851.86456548994,-37188.63692682487,393002.41844263417,419004.17537432257,1.811921465442634e6
56,3,347855.764,88851.86456548994,-30775.77857623751,399415.27679322154,419004.17537432257,2.2115814407932214e6
56,4,314643.98,88851.86456548994,-13438.631474908008,416752.423894551,419004.17537432257,2.195706803894551e6
57,1,378017.714,94536.83206900318,6136.541365910792,468768.54150125635,482506.13877556124,2.3368688555012564e6
57,2,-45391.353,94536.83206900318,210927.9456375267,673559.9457728723,482506.13877556124,2.1182511927728723e6
57,3,347855.764,94536.83206900318,-204490.35769760355,258141.642437742,482506.13877556124,2.0960800064377422e6
57,4,314643.98,94536.83206900318,66922.4252550286,529554.4253903741,482506.13877556124,2.334281005390374e6
58,1,378017.714,55709.05334122376,-190294.36302847925,289296.33322707505,446031.30734331394,2.183155647227075e6
58,2,-45391.353,55709.05334122376,45670.05895097779,525260.7552065321,446031.30734331394,1.995711002206532e6
58,3,347855.764,55709.05334122376,109705.23571362965,589295.931969184,446031.30734331394,2.452993295969184e6
58,4,314643.98,55709.05334122376,-99318.48728508962,380272.20897046465,446031.30734331394,2.210757788970465e6
59,1,378017.714,70397.30476769106,-6598.6046130164395,455637.2036557759,463629.12809069804,2.3752423176557757e6
59,2,-45391.353,70397.30476769106,-19102.071346374123,443133.73692241823,463629.12809069804,1.939329783922418e6
59,3,347855.764,70397.30476769106,-1778.9471256136744,460456.86114317866,463629.12809069804,2.3499000251431786e6
59,4,314643.98,70397.30476769106,33052.90237262716,495288.7106414195,463629.12809069804,2.3515200906414194e6
60,1,378017.714,-81173.96733630981,-112621.45267225796,213502.76901911042,239370.0867955612,2.1588404830191103e6
60,2,-45391.353,-81173.96733630981,157152.8650697995,483277.08676116786,239370.0867955612,2.0052057337611676e6
60,3,347855.764,-81173.96733630981,-244674.59332542698,81449.6283659414,239370.0867955612,1.9966253923659413e6
60,4,314643.98,-81173.96733630981,-146873.35865534336,179250.86303602502,239370.0867955612,2.061214843036025e6
