t,i,b₀ᵢ,αₜ,μᵢₜ,vᵢₜ,vₜ,eᵢₜ
14,3,347855.764,5282.580294186542,34115.375100299556,97848.26599243353,62742.42572025301,815662.4299924335
14,4,314643.98,5282.580294186542,-30852.020328172304,32880.87056396168,62742.42572025301,717483.2505639617
15,1,378017.714,-27057.169529023045,-15573.857859507523,12488.193606711702,48070.20791611022,786790.9076067116
15,2,-45391.353,-27057.169529023045,25606.931266938365,53668.982733157594,48070.20791611022,404562.6297331576
15,3,347855.764,-27057.169529023045,32932.545583488754,60994.59704970798,48070.20791611022,805135.361049708
15,4,314643.98,-27057.169529023045,37067.006808644386,65129.05827486361,48070.20791611022,776058.0382748636
16,1,378017.714,-34512.00530005414,17556.134208096384,25273.80656234508,41068.87957176724,825889.9205623451
16,2,-45391.353,-34512.00530005414,-4827.502538317656,2890.169815931038,41068.87957176724,380097.2168159311
16,3,347855.764,-34512.00530005414,67896.20319327581,75613.87554752451,41068.87957176724,846068.0395475245
16,4,314643.98,-34512.00530005414,52779.994007019646,60497.66636126834,41068.87957176724,797740.0463612684
17,1,378017.714,-46820.757050670894,47943.190534978654,37201.44418810528,7109.1774212817,864117.7581881052
17,2,-45391.353,-46820.757050670894,-23935.577158369233,-34677.32350524261,7109.1774212817,368829.9234947574
17,3,347855.764,-46820.757050670894,-25876.078326297873,-36617.82467317125,7109.1774212817,760136.5393268287
17,4,314643.98,-46820.757050670894,73272.16002230876,62530.41367543538,7109.1774212817,826072.9936754353
18,1,378017.714,-30889.819518715678,4900.046079969314,-19744.36107415039,-65602.47273330673,833458.9529258495
18,2,-45391.353,-30889.819518715678,-59939.76517509954,-84584.17232921925,-65602.47273330673,345210.07467078074
18,3,347855.764,-30889.819518715678,-78820.46408464863,-103464.87123876833,-65602.47273330673,719576.4927612316
18,4,314643.98,-30889.819518715678,-29972.079136969238,-54616.48629108894,-65602.47273330673,735213.093708911
19,1,378017.714,7601.512041749275,5557.442847177753,-44472.817407282935,-38088.30861166301,835004.2965927171
19,2,-45391.353,7601.512041749275,44964.30699484006,-5065.953259620626,-38088.30861166301,451002.0937403794
19,3,347855.764,7601.512041749275,33257.72800287955,-16772.532251581135,-38088.30861166301,832542.6317484189
19,4,314643.98,7601.512041749275,-36011.671273706655,-86041.93152816733,-38088.30861166301,730061.4484718327
20,1,378017.714,-44968.68549844155,-19911.54919283132,-98340.81380661883,-104625.1802192158,807396.9001933811
20,2,-45391.353,-44968.68549844155,-38963.77088364954,-117393.03549743703,-104625.1802192158,364935.611502563
20,3,347855.764,-44968.68549844155,-92944.78320442671,-171374.04781821423,-104625.1802192158,704201.7161817858
20,4,314643.98,-44968.68549844155,47036.440859194365,-31392.823754593133,-104625.1802192158,810971.1562454068
21,1,378017.714,40724.380941979034,-9493.230953170572,-60682.07083377261,-29591.652521322427,871303.0431662273
21,2,-45391.353,40724.380941979034,-18338.87315676087,-69527.7130373629,-29591.652521322427,439048.3339626371
21,3,347855.764,40724.380941979034,75635.25157558154,24446.4116949795,-29591.652521322427,926269.5756949795
21,4,314643.98,40724.380941979034,38585.60197146835,-12603.237909133692,-29591.652521322427,856008.1420908663
22,1,378017.714,14923.975818225876,54393.56740249225,43321.27648073637,22090.18049391171,1.0015405904807362e6
22,2,-45391.353,14923.975818225876,15515.319525656216,4443.02860390034,22090.18049391171,539253.2756039003
22,3,347855.764,14923.975818225876,25399.298413761597,14327.007492005721,22090.18049391171,942384.3714920057
22,4,314643.98,14923.975818225876,37341.70032076028,26269.409399004406,22090.18049391171,921114.9893990044
23,1,378017.714,-98653.89185666715,-60671.569377066204,-139919.2376698319,-96426.35803081324,844521.0763301679
23,2,-45391.353,-98653.89185666715,69025.34285750109,-10222.325435264618,-96426.35803081324,550808.9215647354
23,3,347855.764,-98653.89185666715,-107919.39455322719,-187167.0628459929,-96426.35803081324,767111.301154007
23,4,314643.98,-98653.89185666715,30850.862120602185,-48396.806172163524,-96426.35803081324,872669.7738278364
24,1,378017.714,16087.00549523313,-81100.66085927277,-149724.21089410907,-115325.16676761257,860923.9031058908
24,2,-45391.353,16087.00549523313,-45125.617514844045,-113749.16754968034,-115325.16676761257,473489.8794503197
24,3,347855.764,16087.00549523313,-43373.12105776374,-111996.67109260004,-115325.16676761257,868489.4929074
24,4,314643.98,16087.00549523313,-17207.0674992245,-85830.6175340608,-115325.16676761257,861443.7624659392
25,1,378017.714,13519.306597275103,-31116.303076084285,-118910.15548415681,-106565.79659396998,917932.5585158431
25,2,-45391.353,13519.306597275103,56595.29735665921,-31198.55505141332,-106565.79659396998,582235.0919485866
25,3,347855.764,13519.306597275103,-61618.14907839075,-149412.0014864633,-106565.79659396998,857268.7625135367
25,4,314643.98,13519.306597275103,-38948.621945773986,-126742.47435384651,-106565.79659396998,846726.5056461535
26,1,378017.714,78965.86535137167,42601.567639098794,27949.38068266785,35250.39754015652,1.0909734946826678e6
26,2,-45391.353,78965.86535137167,122415.09542807224,107762.90847164129,35250.39754015652,747377.9554716413
26,3,347855.764,78965.86535137167,8133.018254296529,-6519.168702134416,35250.39754015652,1.0263429952978656e6
26,4,314643.98,78965.86535137167,26460.65666488229,11808.469708451346,35250.39754015652,1.0114588497084513e6
27,1,378017.714,-30911.408153355125,20018.41680609108,20074.482891763455,26166.82165852007,1.1092667968917636e6
27,2,-45391.353,-30911.408153355125,-5805.806824371462,-5749.740738699089,26166.82165852007,660033.5062613009
27,3,347855.764,-30911.408153355125,93892.42885227123,93948.4949379436,26166.82165852007,1.1529788589379436e6
27,4,314643.98,-30911.408153355125,-3662.016542600044,-3605.9504569276705,26166.82165852007,1.0222126295430723e6
28,1,378017.714,-73449.14939763244,7033.863504749287,-43427.733065873275,-67778.66627135052,1.0719195809341266e6
28,2,-45391.353,-73449.14939763244,-68759.50757016447,-119221.10414078704,-67778.66627135052,572717.1428592129
28,3,347855.764,-73449.14939763244,-51883.96494712178,-102345.56151774434,-67778.66627135052,982839.8024822557
28,4,314643.98,-73449.14939763244,44341.33020962512,-6120.266360997441,-67778.66627135052,1.0458533136390026e6
29,1,378017.714,-36477.61763378857,-24482.53666704356,-120503.71262021356,-122293.47961507138,1.0209854013797863e6
29,2,-45391.353,-36477.61763378857,-9610.35902376718,-105631.53497693717,-122293.47961507138,612448.5120230629
29,3,347855.764,-36477.61763378857,-5357.682733852787,-101378.85868702279,-122293.47961507138,1.009948305312977e6
29,4,314643.98,-36477.61763378857,-65638.63622294199,-161659.81217611197,-122293.47961507138,916455.5678238879
30,1,378017.714,-31813.822242640083,-73193.04083519237,-212441.68491967264,-163390.237285697,955176.0290803273
30,2,-45391.353,-31813.822242640083,62716.70637576059,-76531.93770871969,-163390.237285697,667676.7092912802
30,3,347855.764,-31813.822242640083,-32264.32990205381,-171512.97398653408,-163390.237285697,965942.7900134659
30,4,314643.98,-31813.822242640083,-53825.708443381314,-193074.3525278616,-163390.237285697,911169.6274721384
31,1,378017.714,-10281.518801401364,-8780.68076619789,-162600.52302308404,-208808.26814019043,1.0311325909769158e6
31,2,-45391.353,-10281.518801401364,-63161.93316903089,-216981.77542591706,-208808.26814019043,553342.271574083
31,3,347855.764,-10281.518801401364,-69632.73682639882,-223452.57908328497,-208808.26814019043,940118.5849167149
31,4,314643.98,-10281.518801401364,-78378.35277158946,-232198.1950284756,-208808.26814019043,898161.1849715243
32,1,378017.714,38535.15875456048,45516.94751845054,-99385.95728814624,-119676.25701391627,1.1204493567118538e6
32,2,-45391.353,38535.15875456048,69375.57631186183,-75527.32849473495,-119676.25701391627,720898.918505265
32,3,347855.764,38535.15875456048,-39063.82310727669,-183966.72791387347,-119676.25701391627,1.0057066360861266e6
32,4,314643.98,38535.15875456048,25077.890447686368,-119825.01435891041,-119676.25701391627,1.0366365656410897e6
33,1,378017.714,-60697.008558517715,105102.38712760834,-60730.21321763481,-151228.70949811302,1.1851941007823653e6
33,2,-45391.353,-60697.008558517715,-38486.39532505082,-204318.99567029398,-151228.70949811302,618196.251329706
33,3,347855.764,-60697.008558517715,35523.54399386307,-130309.05635138007,-151228.70949811302,1.08545330764862e6
33,4,314643.98,-60697.008558517715,-43723.97240789999,-209556.57275314315,-151228.70949811302,972994.0072468569
34,1,378017.714,54574.929103424074,-4814.841022977468,-83094.33321364569,-79845.54556451496,1.188905780786354e6
34,2,-45391.353,54574.929103424074,-24407.0864276312,-102686.57861829942,-79845.54556451496,745904.4683817006
34,3,347855.764,54574.929103424074,-46350.674853494544,-124630.16704416275,-79845.54556451496,1.1172079969558371e6
34,4,314643.98,54574.929103424074,69308.38880871623,-8971.10338195198,-79845.54556451496,1.1996552766180479e6
35,1,378017.714,61002.18983560638,-4257.614473592714,-13399.73641641272,7391.746247789771,1.2846629775835872e6
35,2,-45391.353,61002.18983560638,50482.561694987606,41340.4397521676,7391.746247789771,915994.0867521676
35,3,347855.764,61002.18983560638,13485.868176434758,4343.746233614753,7391.746247789771,1.2722445102336148e6
35,4,314643.98,61002.18983560638,6424.657364609458,-2717.464578210547,7391.746247789771,1.2319715154217894e6
36,1,378017.714,-3791.580762732444,31680.95312000443,34383.0214359553,1969.7648797296188,1.3584951354359551e6
36,2,-45391.353,-3791.580762732444,496.32578504959406,3198.394101000463,1969.7648797296188,903901.4411010005
36,3,347855.764,-3791.580762732444,-75401.66106293238,-72699.59274698152,1969.7648797296188,1.2212505712530185e6
36,4,314643.98,-3791.580762732444,40295.168412993364,42997.23672894423,1969.7648797296188,1.3037356167289442e6
37,1,378017.714,86209.4967037444,-77365.00640169736,10574.928748889506,46982.568774760846,1.3607232427488896e6
37,2,-45391.353,86209.4967037444,-52688.33495701529,35251.600193571576,46982.568774760846,961990.8471935715
37,3,347855.764,86209.4967037444,-69330.03148377499,18609.90366681188,46982.568774760846,1.338596267666812e6
37,4,314643.98,86209.4967037444,35553.90733918357,123493.84248977044,46982.568774760846,1.4102684224897705e6
38,1,378017.714,7635.4177364340885,16575.824939940965,65485.429345002456,37934.35001145843,1.4416567433450024e6
38,2,-45391.353,7635.4177364340885,45003.03347186809,93912.63787692957,37934.35001145843,1.0466748848769296e6
38,3,347855.764,7635.4177364340885,-87702.98034688782,-38793.375941826336,37934.35001145843,1.3072159880581738e6
38,4,314643.98,7635.4177364340885,-17776.895639333463,31132.708765728024,37934.35001145843,1.343930288765728e6
39,1,378017.714,-79401.45132894235,-40549.91555593472,-86626.04039981084,-68914.98141386296,1.315555073600189e6
39,2,-45391.353,-79401.45132894235,-7899.819950864452,-53975.94479474057,-68914.98141386296,924796.1022052595
39,3,347855.764,-79401.45132894235,-40282.383621590176,-86358.5084654663,-68914.98141386296,1.2856606555345336e6
39,4,314643.98,-79401.45132894235,-2623.307151557984,-48699.431995434104,-68914.98141386296,1.2901079480045657e6
40,1,378017.714,-48177.816324267376,15935.5899960174,-92784.03750032859,-152693.96536108447,1.3353936764996713e6
40,2,-45391.353,-48177.816324267376,-72554.03375472825,-181273.66125107423,-152693.96536108447,823494.9857489257
40,3,347855.764,-48177.816324267376,-89939.46076732714,-198659.08826367313,-152693.96536108447,1.1993566757363267e6
40,4,314643.98,-48177.816324267376,-29339.44693291595,-138059.07442926193,-152693.96536108447,1.226744905570738e6
41,1,378017.714,-47592.78076624777,-12574.423820699321,-194308.8531566598,-161659.48555360964,1.25985226084334e6
41,2,-45391.353,-47592.78076624777,-6945.879822677541,-188680.30915863803,-161659.48555360964,842071.737841362
41,3,347855.764,-47592.78076624777,44255.75906136946,-137478.67027459102,-161659.48555360964,1.2865204937254088e6
41,4,314643.98,-47592.78076624777,55564.31971141077,-126170.10962454972,-161659.48555360964,1.2646172703754501e6
42,1,378017.714,28715.226978743474,20875.397954889067,-92427.23312521352,-125257.10918106679,1.3877040808747865e6
42,2,-45391.353,28715.226978743474,-30383.127866135783,-143685.75894623838,-125257.10918106679,913036.4880537617
42,3,347855.764,28715.226978743474,31231.764304566423,-82070.86677553615,-125257.10918106679,1.3678984972244638e6
42,4,314643.98,28715.226978743474,-69541.9467971765,-182844.57787727908,-125257.10918106679,1.233913002122721e6
43,1,378017.714,-39427.56582774802,-35926.17421583613,-185392.1104591513,-171974.20727175765,1.3206962035408488e6
43,2,-45391.353,-39427.56582774802,23398.918625025162,-126067.01761829,-171974.20727175765,956612.2293817099
43,3,347855.764,-39427.56582774802,-13686.17321643868,-163152.10945975385,-171974.20727175765,1.3127742545402462e6
43,4,314643.98,-39427.56582774802,-63819.6553065203,-213285.59154983546,-171974.20727175765,1.2294289884501647e6
44,1,378017.714,-32333.143157886472,21932.32442487392,-161480.15982125164,-180152.57630304116,1.3705519541787482e6
44,2,-45391.353,-32333.143157886472,-12611.20396986339,-196023.68821598895,-180152.57630304116,912599.3587840109
44,3,347855.764,-32333.143157886472,-22288.32575938538,-205700.81000551095,-180152.57630304116,1.296169353994489e6
44,4,314643.98,-32333.143157886472,26006.83707671238,-157405.6471694132,-180152.57630304116,1.3112527328305866e6
45,1,378017.714,41769.85132577478,2617.681732183853,-113876.50522426302,-100846.82642365056,1.4440862087757369e6
45,2,-45391.353,41769.85132577478,38794.6269289494,-77699.56002749747,-100846.82642365056,1.0568540869725025e6
45,3,347855.764,41769.85132577478,5859.163139587927,-110635.02381685894,-100846.82642365056,1.417165740183141e6
45,4,314643.98,41769.85132577478,15317.970330464044,-101176.21662598282,-100846.82642365056,1.393412763374017e6
46,1,378017.714,87245.46506444043,-78442.01428310927,-79790.48623184585,-51849.060558533696,1.504089627768154e6
46,2,-45391.353,87245.46506444043,49868.27659484185,48519.80464610527,-51849.060558533696,1.208990851646105e6
46,3,347855.764,87245.46506444043,-122649.17124209224,-123997.64319082882,-51849.060558533696,1.429720520809171e6
46,4,314643.98,87245.46506444043,-50779.44550882882,-52127.9174575654,-51849.060558533696,1.4683784625424345e6
47,1,378017.714,108755.11992332383,-69006.08064382849,-5800.360421176512,15005.061913653468,1.6039839535788235e6
47,2,-45391.353,108755.11992332383,-16685.749062810457,46519.97115984152,15005.061913653468,1.2328952181598416e6
47,3,347855.764,108755.11992332383,-43155.56792614582,20050.15229650616,15005.061913653468,1.5996725162965062e6
47,4,314643.98,108755.11992332383,-63955.23560320928,-749.5153805572991,15005.061913653468,1.5456610646194427e6
48,1,378017.714,89995.83010920939,-115854.94617686729,-12677.16917651333,77424.33842971595,1.6229981448234867e6
48,2,-45391.353,89995.83010920939,-22785.071845780578,80392.70515457338,77424.33842971595,1.2926589521545733e6
48,3,347855.764,89995.83010920939,39766.48645723011,142944.26345758408,77424.33842971595,1.7484576274575843e6
48,4,314643.98,89995.83010920939,-4140.222717134307,99037.55428321965,77424.33842971595,1.6713391342832197e6
49,1,378017.714,16037.385931443137,-15033.301420457661,69021.36582149092,44286.31060920686,1.7305744798214908e6
49,2,-45391.353,16037.385931443137,24364.415971381284,108419.08321332987,44286.31060920686,1.3465631302133296e6
49,3,347855.764,16037.385931443137,-109565.78351256148,-25511.116270612896,44286.31060920686,1.605880047729387e6
49,4,314643.98,16037.385931443137,-58838.75756932903,25215.909672619557,44286.31060920686,1.6233952896726194e6
50,1,378017.714,62559.99892396117,-41312.043577082026,60153.47921706737,111356.39851929524,1.7475711932170673e6
50,2,-45391.353,62559.99892396117,6405.854918653561,107871.37771280296,111356.39851929524,1.3718800247128028e6
50,3,347855.764,62559.99892396117,-6164.033399338957,95301.48939481044,111356.39851929524,1.7525572533948105e6
50,4,314643.98,62559.99892396117,80633.72495835075,182099.24775250014,111356.39851929524,1.8061432277525002e6
51,1,378017.714,-52987.63426921618,-25733.847416471584,19105.1144135131,22560.64700070744,1.732374228413513e6
51,2,-45391.353,-52987.63426921618,1968.5375492147473,46807.499379199435,22560.64700070744,1.3366675463791993e6
51,3,347855.764,-52987.63426921618,-79769.59270358682,-34930.63087360214,22560.64700070744,1.6481765331263978e6
51,4,314643.98,-52987.63426921618,14421.643253734681,59260.60508371936,22560.64700070744,1.7091559850837192e6
52,1,378017.714,51967.48917530509,-3137.296574078034,68649.72099134854,73471.76121542804,1.8077570349913486e6
52,2,-45391.353,51967.48917530509,-22161.11272089794,49625.90484452863,73471.76121542804,1.3653241518445285e6
52,3,347855.764,51967.48917530509,70118.42463058406,141905.44219601064,73471.76121542804,1.8508508061960107e6
52,4,314643.98,51967.48917530509,-38081.04073560228,33705.9768298243,73471.76121542804,1.7094395568298243e6
53,1,378017.714,-21479.865836972593,18829.08572026514,61894.16211104607,69724.91695209107,1.826826476111046e6
53,2,-45391.353,-21479.865836972593,56661.55535805008,99726.63174883102,69724.91695209107,1.4412498787488309e6
53,3,347855.764,-21479.865836972593,-19283.432472005545,23781.643918775386,69724.91695209107,1.7585520079187755e6
53,4,314643.98,-21479.865836972593,50432.15363893083,93497.23002971176,69724.91695209107,1.7950558100297118e6
54,1,378017.714,22940.058565049923,22199.14247374157,106392.54058120349,115941.91003883834,1.8971366545812034e6
54,2,-45391.353,22940.058565049923,19574.231137159895,103767.62924462181,115941.91003883834,1.4711026762446216e6
54,3,347855.764,22940.058565049923,60667.386609897745,144860.78471735967,115941.91003883834,1.9054429487173595e6
54,4,314643.98,22940.058565049923,24553.28750470649,108746.68561216841,115941.91003883834,1.8361170656121683e6
55,1,378017.714,74011.02620416989,7441.080030675052,183307.0742039644,194273.8706909329,1.9998497882039642e6
55,2,-45391.353,74011.02620416989,65061.585005326284,240927.57917861565,194273.8706909329,1.6340612261786156e6
55,3,347855.764,74011.02620416989,15428.720031961831,191294.7142052512,194273.8706909329,1.977675478205251e6
55,4,314643.98,74011.02620416989,-14299.878997389009,161566.11517590034,194273.8706909329,1.9147350951759003e6
56,1,378017.714,44425.93228274497,18327.763498712342,233423.29118344185,209502.08768716129,2.0757514051834417e6
56,2,-45391.353,44425.93228274497,-18594.318463412434,196501.20922131708,209502.08768716129,1.6154202562213168e6
56,3,347855.764,44425.93228274497,-15387.889288118755,199707.63839661077,209502.08768716129,2.0118738023966106e6
56,4,314643.98,44425.93228274497,-6719.315737454004,208376.2119472755,209502.08768716129,1.9873305919472754e6
57,1,378017.714,47268.41603450159,3068.270682955396,234384.27075062817,241253.06938778062,2.102484584750628e6
57,2,-45391.353,47268.41603450159,105463.97281876334,336779.97288643615,241253.06938778062,1.7814712198864361e6
57,3,347855.764,47268.41603450159,-102245.17884880178,129070.821218871,241253.06938778062,1.967009185218871e6
57,4,314643.98,47268.41603450159,33461.2126275143,264777.2126951871,241253.06938778062,2.069503792695187e6
58,1,378017.714,27854.52667061188,-95147.18151423962,144648.16661353753,223015.65367165697,2.0385074806135376e6
58,2,-45391.353,27854.52667061188,22835.029475488896,262630.37760326604,223015.65367165697,1.733080624603266e6
58,3,347855.764,27854.52667061188,54852.617856814824,294647.965984592,223015.65367165697,2.1583453299845923e6
58,4,314643.98,27854.52667061188,-49659.24364254481,190136.10448523232,223015.65367165697,2.0206216844852325e6
59,1,378017.714,35198.65238384553,-3299.3023065082198,227818.60182788796,231814.56404534902,2.147423715827888e6
59,2,-45391.353,35198.65238384553,-9551.035673187062,221566.86846120912,231814.56404534902,1.717762915461209e6
59,3,347855.764,35198.65238384553,-889.4735628068372,230228.43057158933,231814.56404534902,2.119671594571589e6
59,4,314643.98,35198.65238384553,16526.45118631358,247644.35532070976,231814.56404534902,2.1038757353207096e6
60,1,378017.714,-40586.983668154906,-56310.72633612898,106751.38450955521,119685.0433977806,2.0520890985095552e6
60,2,-45391.353,-40586.983668154906,78576.43253489975,241638.54338058393,119685.0433977806,1.7635671903805838e6
60,3,347855.764,-40586.983668154906,-122337.29666271349,40724.8141829707,119685.0433977806,1.9559005781829706e6
60,4,314643.98,-40586.983668154906,-73436.67932767168,89625.43151801251,119685.0433977806,1.9715894115180124e6
